2018-09-27 19:03:26 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-09-27 19:03:29 INFO  StateStoreCoordinatorRef:54 - Registered StateStoreCoordinator endpoint
2018-09-27 19:03:32 INFO  FileSourceStrategy:54 - Pruning directories with: 
2018-09-27 19:03:32 INFO  FileSourceStrategy:54 - Post-Scan Filters: 
2018-09-27 19:03:32 INFO  FileSourceStrategy:54 - Output Data Schema: struct<value: string>
2018-09-27 19:03:32 INFO  FileSourceScanExec:54 - Pushed Filters: 
2018-09-27 19:03:33 INFO  CodeGenerator:54 - Code generated in 207.697449 ms
2018-09-27 19:03:33 INFO  MemoryStore:54 - Block broadcast_0 stored as values in memory (estimated size 277.9 KB, free 366.0 MB)
2018-09-27 19:03:33 INFO  MemoryStore:54 - Block broadcast_0_piece0 stored as bytes in memory (estimated size 23.4 KB, free 366.0 MB)
2018-09-27 19:03:33 INFO  BlockManagerInfo:54 - Added broadcast_0_piece0 in memory on srividyas-air.kc.umkc.edu:65088 (size: 23.4 KB, free: 366.3 MB)
2018-09-27 19:03:33 INFO  SparkContext:54 - Created broadcast 0 from javaRDD at JavaWordCount.java:45
2018-09-27 19:03:33 INFO  FileSourceScanExec:54 - Planning scan with bin packing, max size: 4194304 bytes, open cost is considered as scanning 4194304 bytes.
2018-09-27 19:03:33 INFO  SparkContext:54 - Starting job: collect at JavaWordCount.java:53
2018-09-27 19:03:33 INFO  DAGScheduler:54 - Registering RDD 5 (mapToPair at JavaWordCount.java:49)
2018-09-27 19:03:33 INFO  DAGScheduler:54 - Got job 0 (collect at JavaWordCount.java:53) with 1 output partitions
2018-09-27 19:03:33 INFO  DAGScheduler:54 - Final stage: ResultStage 1 (collect at JavaWordCount.java:53)
2018-09-27 19:03:33 INFO  DAGScheduler:54 - Parents of final stage: List(ShuffleMapStage 0)
2018-09-27 19:03:33 INFO  DAGScheduler:54 - Missing parents: List(ShuffleMapStage 0)
2018-09-27 19:03:33 INFO  DAGScheduler:54 - Submitting ShuffleMapStage 0 (MapPartitionsRDD[5] at mapToPair at JavaWordCount.java:49), which has no missing parents
2018-09-27 19:03:33 INFO  MemoryStore:54 - Block broadcast_1 stored as values in memory (estimated size 12.5 KB, free 366.0 MB)
2018-09-27 19:03:33 INFO  MemoryStore:54 - Block broadcast_1_piece0 stored as bytes in memory (estimated size 6.5 KB, free 366.0 MB)
2018-09-27 19:03:33 INFO  BlockManagerInfo:54 - Added broadcast_1_piece0 in memory on srividyas-air.kc.umkc.edu:65088 (size: 6.5 KB, free: 366.3 MB)
2018-09-27 19:03:33 INFO  SparkContext:54 - Created broadcast 1 from broadcast at DAGScheduler.scala:1039
2018-09-27 19:03:33 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ShuffleMapStage 0 (MapPartitionsRDD[5] at mapToPair at JavaWordCount.java:49) (first 15 tasks are for partitions Vector(0))
2018-09-27 19:03:33 INFO  TaskSchedulerImpl:54 - Adding task set 0.0 with 1 tasks
2018-09-27 19:03:33 INFO  TaskSetManager:54 - Starting task 0.0 in stage 0.0 (TID 0, localhost, executor driver, partition 0, ANY, 8299 bytes)
2018-09-27 19:03:33 INFO  Executor:54 - Running task 0.0 in stage 0.0 (TID 0)
2018-09-27 19:03:33 INFO  Executor:54 - Fetching spark://srividyas-air.kc.umkc.edu:65087/jars/scopt_2.11-3.7.0.jar with timestamp 1538093008086
2018-09-27 19:03:33 INFO  TransportClientFactory:267 - Successfully created connection to Srividyas-Air.kc.umkc.edu/10.151.1.176:65087 after 30 ms (0 ms spent in bootstraps)
2018-09-27 19:03:33 INFO  Utils:54 - Fetching spark://srividyas-air.kc.umkc.edu:65087/jars/scopt_2.11-3.7.0.jar to /private/var/folders/q0/8759g9n955dc8_c3hdyfnvrw0000gn/T/spark-727ad5d9-6901-4486-8973-6b3e7b18e02b/userFiles-bd228eae-41e6-43c0-a84c-6c3f9d13d14e/fetchFileTemp6886290749294492031.tmp
2018-09-27 19:03:33 INFO  Executor:54 - Adding file:/private/var/folders/q0/8759g9n955dc8_c3hdyfnvrw0000gn/T/spark-727ad5d9-6901-4486-8973-6b3e7b18e02b/userFiles-bd228eae-41e6-43c0-a84c-6c3f9d13d14e/scopt_2.11-3.7.0.jar to class loader
2018-09-27 19:03:33 INFO  Executor:54 - Fetching spark://srividyas-air.kc.umkc.edu:65087/jars/spark-examples_2.11-2.3.1.jar with timestamp 1538093008084
2018-09-27 19:03:33 INFO  Utils:54 - Fetching spark://srividyas-air.kc.umkc.edu:65087/jars/spark-examples_2.11-2.3.1.jar to /private/var/folders/q0/8759g9n955dc8_c3hdyfnvrw0000gn/T/spark-727ad5d9-6901-4486-8973-6b3e7b18e02b/userFiles-bd228eae-41e6-43c0-a84c-6c3f9d13d14e/fetchFileTemp7968168989781998763.tmp
2018-09-27 19:03:33 INFO  Executor:54 - Adding file:/private/var/folders/q0/8759g9n955dc8_c3hdyfnvrw0000gn/T/spark-727ad5d9-6901-4486-8973-6b3e7b18e02b/userFiles-bd228eae-41e6-43c0-a84c-6c3f9d13d14e/spark-examples_2.11-2.3.1.jar to class loader
2018-09-27 19:03:33 INFO  CodeGenerator:54 - Code generated in 21.509328 ms
2018-09-27 19:03:33 INFO  FileScanRDD:54 - Reading File path: hdfs://localhost:9000/pbphase1/url_output.txt, range: 0-416206, partition values: [empty row]
2018-09-27 19:03:33 INFO  CodeGenerator:54 - Code generated in 13.304953 ms
2018-09-27 19:03:34 INFO  Executor:54 - Finished task 0.0 in stage 0.0 (TID 0). 1766 bytes result sent to driver
2018-09-27 19:03:34 INFO  TaskSetManager:54 - Finished task 0.0 in stage 0.0 (TID 0) in 923 ms on localhost (executor driver) (1/1)
2018-09-27 19:03:34 INFO  TaskSchedulerImpl:54 - Removed TaskSet 0.0, whose tasks have all completed, from pool 
2018-09-27 19:03:34 INFO  DAGScheduler:54 - ShuffleMapStage 0 (mapToPair at JavaWordCount.java:49) finished in 1.060 s
2018-09-27 19:03:34 INFO  DAGScheduler:54 - looking for newly runnable stages
2018-09-27 19:03:34 INFO  DAGScheduler:54 - running: Set()
2018-09-27 19:03:34 INFO  DAGScheduler:54 - waiting: Set(ResultStage 1)
2018-09-27 19:03:34 INFO  DAGScheduler:54 - failed: Set()
2018-09-27 19:03:34 INFO  DAGScheduler:54 - Submitting ResultStage 1 (ShuffledRDD[6] at reduceByKey at JavaWordCount.java:51), which has no missing parents
2018-09-27 19:03:34 INFO  MemoryStore:54 - Block broadcast_2 stored as values in memory (estimated size 3.7 KB, free 366.0 MB)
2018-09-27 19:03:34 INFO  MemoryStore:54 - Block broadcast_2_piece0 stored as bytes in memory (estimated size 2.1 KB, free 366.0 MB)
2018-09-27 19:03:34 INFO  BlockManagerInfo:54 - Added broadcast_2_piece0 in memory on srividyas-air.kc.umkc.edu:65088 (size: 2.1 KB, free: 366.3 MB)
2018-09-27 19:03:34 INFO  SparkContext:54 - Created broadcast 2 from broadcast at DAGScheduler.scala:1039
2018-09-27 19:03:34 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 1 (ShuffledRDD[6] at reduceByKey at JavaWordCount.java:51) (first 15 tasks are for partitions Vector(0))
2018-09-27 19:03:34 INFO  TaskSchedulerImpl:54 - Adding task set 1.0 with 1 tasks
2018-09-27 19:03:34 INFO  TaskSetManager:54 - Starting task 0.0 in stage 1.0 (TID 1, localhost, executor driver, partition 0, ANY, 7649 bytes)
2018-09-27 19:03:34 INFO  Executor:54 - Running task 0.0 in stage 1.0 (TID 1)
2018-09-27 19:03:34 INFO  ShuffleBlockFetcherIterator:54 - Getting 1 non-empty blocks out of 1 blocks
2018-09-27 19:03:34 INFO  ShuffleBlockFetcherIterator:54 - Started 0 remote fetches in 8 ms
2018-09-27 19:03:34 INFO  Executor:54 - Finished task 0.0 in stage 1.0 (TID 1). 508916 bytes result sent to driver
2018-09-27 19:03:34 INFO  TaskSetManager:54 - Finished task 0.0 in stage 1.0 (TID 1) in 284 ms on localhost (executor driver) (1/1)
2018-09-27 19:03:34 INFO  TaskSchedulerImpl:54 - Removed TaskSet 1.0, whose tasks have all completed, from pool 
2018-09-27 19:03:34 INFO  DAGScheduler:54 - ResultStage 1 (collect at JavaWordCount.java:53) finished in 0.297 s
2018-09-27 19:03:34 INFO  DAGScheduler:54 - Job 0 finished: collect at JavaWordCount.java:53, took 1.444884 s
